movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,genre
"[4, 10]",1052,Dracula: Dead and Loving It (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ0ZDFmYzMtZGMyMi00NmYxLWE0MGYtYzM2ZGNhMTE1NTczL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODMxODc@..jpg,http://www.imdb.com/title/tt0112896/?ref_=fn_al_tt_1,Mel Brooks ' parody of the classic vampire story and its famous film adaptations.,5.9,40K,['Mel Brooks'],"['Mel Brooks', 'Rudy De Luca', 'Steve Haberman']","['Leslie Nielsen', 'Mel Brooks', 'Peter MacNicol', 'Steven Weber', 'Amy Yasbeck', 'Lysette Anthony', 'Harvey Korman', 'Mark Blankfield', 'Megan Cavanagh', 'Clive Revill', 'Chuck McCann', 'Avery Schreiber', 'Cherie Franklin', 'Ezio Greggio', 'Leslie S. Sachs', 'Matthew Porretta', 'Rudy De Luca', 'Jennifer Crystal Foley']",PG-13,1995.0,1h 28min,[]
[6],1641,Dadetown (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZWQ2MDY3NGMtODg5Zi00YzI1LTkyM2QtNzAzODNlM2M1M2I3XkEyXkFqcGdeQXVyMzU0NzkwMDg@..jpg,http://www.imdb.com/title/tt0112777/?ref_=fn_al_tt_1,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manufacture of paper clips and staples, finally closes. Facing massive unemployment, the blue-collar Dadetown residents next find yuppies moving into town to staff the local division of a big computer outfit.",7.1,210,['Russ Hexter'],"['Russ Hexter', 'John Housley']","['Jim Pryor', 'Stephen Beals', 'Fred Worrell', 'Edith Meeks', 'Joseph Leone', 'Bill Garrison', 'Valerie Gilbert', 'Ken Klamm', 'Jerry Lewkowitz', 'Richard Stillman', 'Rick Leisenring']",,1995.0,1h 33min,[]
"[4, 10]",1199,Cemetery Man (Dellamorte Dellamore) (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BMzI3YzAzYzUtZTBkNS00ZWFiLTg3ODQtY2FlNTVkOGE0YjA2XkEyXkFqcGdeQXVyMzI2MDEwNA@@..jpg,http://www.imdb.com/title/tt2332155/?ref_=fn_al_tt_1,"It looks like we don't have any Plot Summaries for this title yet.
Be the first to contribute! Just click the ""Edit page"" button at the bottom of the page or learn more in the Plot Summary submission guide.",,,"['Lee Buckley', 'Juan Carlos Bagnell']","['', '']","['Lee Buckley', 'Juan Carlos Bagnell']",,,,[]
[7],1265,Star Maps (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NTU2NzQyMl5BMl5BanBnXkFtZTcwODk1MjYxMQ@@..jpg,http://www.imdb.com/title/tt0120197/?ref_=fn_al_tt_1,Only in America. Only in Hollywood. Only in Beverly Hills could a young man with a dream make his way to the stars. Carlos is a precocious 18 year-old who returns to America from Mexico with dreams of becoming a movie star.,5.7,990,['Miguel Arteta'],"['Miguel Arteta', 'Matthew Greenfield']","['Douglas Spain', 'Efrain Figueroa', 'Kandeyce Jorden', 'Martha Velez', 'Lysa Flores', 'Annette Murphy', 'Robin Thomas', 'Vincent Chandler', 'Al Vicente', 'Herbert Siguenza', 'Jeffrey Sanna', 'Jeff Michalski', 'Beth Colt', 'Zak Penn', 'Mike White', 'Luis Guizar', 'Alejandro Parra', 'Caesar Garcia']",R,1997.0,1h 26min,[]
[7],1171,Wild Reeds (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BZjM5NmE1ZDEtNTFmNi00M2I4LWFiODUtZGJlMzIzZmZiMzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,http://www.imdb.com/title/tt0111019/?ref_=fn_al_tt_1,The fates of two homosexual partners are divided.,7.4,5.6K,['André Téchiné'],"['Olivier Massart', 'Gilles Taurand', 'André Téchiné']","['Élodie Bouchez', 'Gaël Morel', 'Stéphane Rideau', 'Frédéric Gorny', 'Michèle Moretti', 'Jacques Nolot', 'Eric Kreikenmayer', 'Nathalie Vignes', 'Michel Ruhl', 'Fatia Maite', 'Claudine Taulère', 'Elodie Soulinhac', 'Dominique Bovard', 'Monsieur Simonet', 'Chief Officer Carre', 'Paul Simonet', 'Charles Picot', 'Christophe Maitre']",Not Rated,1994.0,1h 50min,[]
[4],1305,National Lampoon's Senior Trip (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNjcxNDAxNDEzN15BMl5BanBnXkFtZTcwOTA0MjAwMQ@@..jpg,http://www.imdb.com/title/tt0113936/?ref_=fn_al_tt_1,"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.",5.7,5.8K,['Kelly Makin'],"['Roger Kumble', 'I. Marlene King']","['Matt Frewer', 'Valerie Mahaffey', 'Lawrence Dane', 'Tommy Chong', 'Jeremy Renner', 'Rob Moore', 'Eric Edwards', 'Kevin McDonald', 'Michael Blake', 'Tara Strong', 'Nicole de Boer', 'Sergio Di Zio', 'Fiona Loewi', 'Kathryn Rose', 'Danny Smith', 'Lori Alter', 'Jack Jessop', 'Kay Tremblay']",R,1995.0,1h 31min,[]
[0],1552,"Hunted, The (1995)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MjA5Nzg1M15BMl5BanBnXkFtZTcwOTU5ODEyMQ@@..jpg,http://www.imdb.com/title/tt0113360/?ref_=fn_al_tt_1,"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime target of a dangerous ninja cult.",6.0,5.1K,['J.F. Lawton'],['J.F. Lawton'],"['Christopher Lambert', 'John Lone', 'Joan Chen', 'Yoshio Harada', 'Yôko Shimada', 'Mari Natsuki', 'Tak Kubota', 'Masumi Okada', 'Tatsuya Irie', 'Michael Warren', 'Bart Anderson', 'James Saito', 'Seth Sakai', 'Toshishiro Obata', 'Ken Kensei', 'Hiroyasu Takagi', 'Michio Itano', 'Naoko Sasaki']",R,1995.0,1h 50min,[]
[4],1001,"Stupids, The (1996)",https://images-na.ssl-images-amazon.com/images/M/MV5BNThjNWEwNGEtN2I5My00MTlmLWI2NjQtYTkxMTUwYTI3MDUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0117768/?ref_=fn_al_tt_1,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",4.3,6.7K,['John Landis'],"['James Marshall', 'Harry Allard', 'Brent Forrester']","['Tom Arnold', 'Jessica Lundy', 'Bug Hall', 'Alex McKenna', 'Mark Metcalf', 'Matt Keeslar', 'Scott Kraft', 'Victor Ertmanis', 'Earl Williams', 'George Chiang', 'Max Landis', 'Carol Ng', 'Arthur Eng', 'Jennifer Dean', 'Garry Robbins', 'Nicu Branzea', 'Richard Crook', 'Gurinder Chadha']",PG,1996.0,1h 34min,[]
[15],175,Brazil (1985),https://images-na.ssl-images-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@..jpg,http://www.imdb.com/title/tt0088846/?ref_=fn_al_tt_1,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,7.9,195K,['Terry Gilliam'],"['Terry Gilliam', 'Tom Stoppard', 'Charles McKeown']","['Jonathan Pryce', 'Kim Greist', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm', 'Bob Hoskins', 'Michael Palin', 'Ian Richardson', 'Peter Vaughan', 'Jim Broadbent', 'Barbara Hicks', 'Charles McKeown', ""Derrick O'Connor"", 'Kathryn Pogson', 'Bryan Pringle', 'Sheila Reid', 'John Flanagan', 'Ray Cooper']",R,1985.0,2h 12min,[]
"[0, 1, 15]",62,Stargate (1994),https://images-na.ssl-images-amazon.com/images/M/MV5BYWEyYTQzNzQtZTg5OS00NDhkLTg1NjYtMzA5Y2MyYjYzNWQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0111282/?ref_=fn_al_tt_1,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",7.1,183K,['Roland Emmerich'],"['Dean Devlin', 'Roland Emmerich']","['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors', 'Alexis Cruz', 'Mili Avital', 'Leon Rippy', 'John Diehl', 'Carlos Lauchu', 'Djimon Hounsou', 'Erick Avari', 'French Stewart', 'Gianin Loffler', 'Christopher John Fields', 'Derek Webster', 'Jack Moore', 'Steve Giannelli', 'David Pressman']",PG-13,1994.0,1h 56min,[]
"[7, 12]",1278,Selena (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BZGE0Y2RlNmQtZDY0Ni00Njk5LWFiZWUtMzc5N2VlZTBhOGE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0120094/?ref_=fn_al_tt_1,"The true story of Selena, a Texas-born Tejano singer who rose from cult status to performing at the Astrodome, as well as having chart topping albums on the Latin music charts.",6.8,28K,['Gregory Nava'],['Gregory Nava'],"['Jennifer Lopez', 'Edward James Olmos', 'Jon Seda', 'Jackie Guerra', 'Constance Marie', 'Alex Meneses', 'Jacob Vargas', 'Pete Astudillo', 'Rueben Gonzáles', 'Ricky Vela', 'Don Shelton', 'Richard Emanuelle', 'Panchito Gómez', 'Richard Coca', 'George Perez', 'Brian Fallteen', 'Carmen Martínez', 'Elisabeth Gonzalez']",PG,1997.0,2h 7min,[]
"[7, 16, 18]",31,Crimson Tide (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0112740/?ref_=fn_al_tt_1,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",7.3,107K,['Tony Scott'],"['Michael Schiffer', 'Richard P. Henrick']","['Gene Hackman', 'Denzel Washington', 'Matt Craven', 'George Dzundza', 'Viggo Mortensen', 'James Gandolfini', 'Rocky Carroll', 'Jaime Gomez', 'Michael Milhoan', 'Scott Burkholder', 'Danny Nucci', 'Lillo Brancato', 'Eric Bruskotter', 'Ricky Schroder', 'Steve Zahn', 'Marcello Thedford', 'R.J. Knoll', 'Billy Devlin']",R,1995.0,1h 56min,[]
"[4, 7]",789,Swimming with Sharks (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BZjNhZmVmZGQtMTQ3OS00YWEzLThjMWUtMWFiNjA3YzQ1Yjg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0114594/?ref_=fn_al_tt_1,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",7.1,24K,['George Huang'],['George Huang'],"['Kevin Spacey', 'Frank Whaley', 'Michelle Forbes', 'Benicio Del Toro', 'T.E. Russell', 'Roy Dotrice', 'Matthew Flint', 'Patrick Fischler', 'Jerry Levine', 'Sabryn Genet', 'Kyle Reed']",R,1994.0,1h 33min,[]
[4],1049,House Arrest (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BYThkMGNhOTUtNmY0NS00MDBhLWIyNjktYzZhYzE2MWJlMDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0116571/?ref_=fn_al_tt_1,"A group of children, desperate to keep their various parents from getting divorces, kidnap them and hold them prisoner in a basement in order to force them to reconcile.",5.8,8.4K,['Harry Winer'],['Michael Hitchcock'],"['Jamie Lee Curtis', 'Kevin Pollak', 'Kyle Howard', 'Herbert Russell', 'Amy Sakasitz', 'Mooky Arizona', 'Caroline Aaron', 'Alex Seltz-Wald', 'Josh Wolford', 'Wallace Shawn', 'Jennifer Love Hewitt', 'Patrika Darbo', 'Ray Walston', 'Christopher McDonald', 'Colleen Camp', 'Sheila McCarthy', 'Jennifer Tilly', 'K. Todd Freeman']",PG,1996.0,1h 48min,[]
"[12, 14]",705,Singin' in the Rain (1952),https://images-na.ssl-images-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@..jpg,http://www.imdb.com/title/tt0045152/?ref_=fn_al_tt_1,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,8.3,229K,"['Stanley Donen', 'Gene Kelly']","['Betty Comden', 'Adolph Green']","['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Dawn Addams', 'John Albright', 'Betty Allen', 'Sue Allen', 'John Angelo', 'Marie Ardell', 'Bette Arlen', 'David Bair', 'Jimmy Bates', 'Mary Bayless']",G,1952.0,1h 43min,[]
[4],721,Mallrats (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BYTNjYTA4OGItZGZmMy00ODkzLTk3ZDgtNDdhODk1YjBiMWI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0113749/?ref_=fn_al_tt_1,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",7.1,120K,['Kevin Smith'],['Kevin Smith'],"['Shannen Doherty', 'Jeremy London', 'Jason Lee', 'Claire Forlani', 'Ben Affleck', 'Joey Lauren Adams', 'Renée Humphrey', 'Jason Mewes', 'Ethan Suplee', 'Stan Lee', 'Priscilla Barnes', 'Michael Rooker', 'Carol Banker', 'Steven Blackwell', 'Kyle Boe', 'David Brinkley', 'Walter Flanagan', 'Ethan Flower']",R,1995.0,1h 34min,[]
[10],671,Bride of Frankenstein (1935),https://images-na.ssl-images-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@..jpg,http://www.imdb.com/title/tt0026138/?ref_=fn_al_tt_1,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",7.8,46K,['James Whale'],"['Mary Shelley', 'William Hurlbut', 'John L. Balderston']","['Boris Karloff', 'Elsa Lanchester', 'Colin Clive', 'Valerie Hobson', 'Ernest Thesiger', 'Gavin Gordon', 'Douglas Walton', ""Una O'Connor"", 'E.E. Clive', 'Lucien Prival', 'O.P. Heggie', 'Dwight Frye', 'Reginald Barlow', 'Mary Gordon', 'Anne Darling', 'Ted Billings', 'Robert Adair', 'Norman Ainsley']",Not Rated,1935.0,1h 15min,[]
[7],1257,"Designated Mourner, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDE5NjY4MV5BMl5BanBnXkFtZTcwNzkzNDIyMQ@@..jpg,http://www.imdb.com/title/tt0118964/?ref_=fn_al_tt_1,"Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.",6.1,362,['David Hare'],['Wallace Shawn'],"['Mike Nichols', 'Miranda Richardson', 'David de Keyser']",R,1997.0,1h 34min,[]
"[7, 16]",742,Ransom (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,http://www.imdb.com/title/tt0117438/?ref_=fn_al_tt_1,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",6.7,123K,['Ron Howard'],"['Cyril Hume', 'Richard Maibaum', 'Richard Price']","['Mel Gibson', 'Gary Sinise', 'Rene Russo', 'Brawley Nolte', 'Delroy Lindo', 'Lili Taylor', 'Liev Schreiber', 'Donnie Wahlberg', 'Evan Handler', 'Nancy Ticotin', 'Michael Gaston', 'Kevin Neil McCready', 'Paul Guilfoyle', 'Allen Bernstein', 'José Zúñiga', 'Dan Hedaya', 'Iraida Polanco', 'John Ortiz']",R,1996.0,2h 1min,[]
[7],898,"Postman, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119925/?ref_=fn_al_tt_1,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,6.1,71K,['Kevin Costner'],"['David Brin', 'Eric Roth', 'Brian Helgeland']","['Kevin Costner', 'Will Patton', 'Larenz Tate', 'Olivia Williams', 'James Russo', 'Daniel von Bargen', 'Tom Petty', 'Scott Bairstow', 'Giovanni Ribisi', 'Roberta Maxwell', 'Joe Santos', 'Ron McLarty', 'Peggy Lipton', 'Brian Anthony Wilson', 'Todd Allen', 'Rex Linn', 'Shawn Hatosy', 'Ryan Hurst']",R,1997.0,2h 57min,[]
"[7, 14]",1050,"Ghost and Mrs. Muir, The (1947)",https://images-na.ssl-images-amazon.com/images/M/MV5BNzYxMjIyMmYtMDI2OS00YTgyLWExZWMtODdkZTk1NzRlODgzXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,http://www.imdb.com/title/tt0039420/?ref_=fn_al_tt_1,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost.",7.9,18K,['Joseph L. Mankiewicz'],"['Philip Dunne', 'R.A. Dick']","['Gene Tierney', 'Rex Harrison', 'George Sanders', 'Edna Best', 'Vanessa Brown', 'Anna Lee', 'Robert Coote', 'Natalie Wood', 'Isobel Elsom', 'Victoria Horne', 'Helen Freeman', 'Stuart Holmes', 'Whitford Kane', 'Buster Slaven', 'Will Stanton', 'William Stelling', 'Houseley Stevenson', 'David Thursby']",Not Rated,1947.0,1h 44min,[]
"[13, 16]",333,"Game, The (1997)",https://images-na.ssl-images-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,http://www.imdb.com/title/tt0119174/?ref_=fn_al_tt_1,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",7.7,371K,['David Fincher'],"['John Brancato', 'Michael Ferris']","['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn', 'Peter Donat', 'Carroll Baker', 'Anna Katarina', 'Armin Mueller-Stahl', 'Charles Martinet', 'Scott Hunter McGuire', 'Florentine Mocanu', 'Elizabeth Dennehy', 'Caroline Barclay', 'Daniel Schorr', 'John Aprea', 'Harrison Young', 'Kimberly Russell', 'Joe Frank']",R,1997.0,2h 9min,[]
"[4, 7]",695,Kicking and Screaming (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,http://www.imdb.com/title/tt0113537/?ref_=fn_al_tt_1,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",6.8,13K,['Noah Baumbach'],"['Noah Baumbach', 'Bo Berkman']","['Josh Hamilton', 'Eric Stoltz', 'Samuel Gould', 'Catherine Kellner', 'Jonathan Baumbach', 'John Lehr', ""Olivia d'Abo"", 'Peter Czernin', 'Carlos Jacott', 'Chris Eigeman', 'Eliza Roberts', 'Jason Wiles', 'Parker Posey', 'Christopher Reed', 'Noah Baumbach', 'Jason S. Kassin', 'Cara Buono', 'David DeLuise']",R,1995.0,1h 36min,[]
"[4, 14]",545,Vampire in Brooklyn (1995),https://images-na.ssl-images-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0114825/?ref_=fn_al_tt_1,"A ship docks in Brooklyn with all its crew dead, but someone gets off and the killing continues on land. A Caribbean vampire is searching for a specific woman, half-human half-vampire. Rita is the detective investigating the many killings.",4.6,23K,['Wes Craven'],"['Eddie Murphy', 'Vernon Lynch', 'Charlie Murphy']","['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon', 'Zakes Mokae', 'Joanna Cassidy', 'Simbi Kali', 'Messiri Freeman', 'Kelly Cinnante', 'Jsu Garcia', 'W. Earl Brown', 'Ayo Adeyemi', 'Troy Curvey Jr.', 'Vickilyn Reynolds', 'William Blount', 'Joe Costanza', 'John LaMotta']",R,1995.0,1h 40min,[]
[7],536,Ponette (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDgzOTI4N15BMl5BanBnXkFtZTcwMDU4NDAyMQ@@..jpg,http://www.imdb.com/title/tt0117359/?ref_=fn_al_tt_1,A four-year-old girl tries to come to terms with the sudden death of her mother.,7.5,4.4K,['Jacques Doillon'],"['Jacques Doillon', 'Brune Compagnon']","['Victoire Thivisol', 'Delphine Schiltz', 'Matiaz Bureau Caton', 'Léopoldine Serre', 'Marie Trintignant', 'Xavier Beauvois', 'Claire Nebout', 'Aurélie Vérillon', 'Henri Berthon', 'Carla Ibled', 'Luckie Royer', 'Antoine du Merle', 'Marianne Favre', 'Hadrien Bouvier', 'Benjamin Charles', 'Luna Ragheb']",Not Rated,1996.0,1h 37min,[]
"[4, 7]",316,As Good As It Gets (1997),https://images-na.ssl-images-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,http://www.imdb.com/title/tt0119822/?ref_=fn_al_tt_1,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",7.7,288K,['James L. Brooks'],"['Mark Andrus', 'James L. Brooks']","['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.', 'Skeet Ulrich', 'Shirley Knight', 'Yeardley Smith', 'Lupe Ontiveros', 'Jill the Dog', 'Timer the Dog', 'Billy the Dog', 'Bibi Osterwald', 'Ross Bleckner', 'Bernadette Balagtas', 'Jaffe Cohen', 'Laurie Kilpatrick', 'Alice Vaughn', 'Brian Doyle-Murray']",PG-13,1997.0,2h 19min,[]
"[0, 15]",578,Demolition Man (1993),https://images-na.ssl-images-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,http://www.imdb.com/title/tt0106697/?ref_=fn_al_tt_1,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,6.7,167K,['Marco Brambilla'],"['Peter M. Lenkov', 'Robert Reneau', 'Daniel Waters']","['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne', 'Benjamin Bratt', 'Bob Gunton', 'Glenn Shadix', 'Denis Leary', 'Grand L. Bush', 'Pat Skipper', 'Steve Kahan', 'Paul Bollen', 'Mark Colson', 'Andre Gregory', 'John Enos III', 'Troy Evans', 'Don Charles McGovern', 'Bill Cobbs']",R,1993.0,1h 55min,[]
[10],858,Amityville: Dollhouse (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTg1ODE5MV5BMl5BanBnXkFtZTcwNTczNjcyMQ@@..jpg,http://www.imdb.com/title/tt0115535/?ref_=fn_al_tt_1,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",4.2,2.3K,['Steve White'],['Joshua Michael Stern'],"['Robin Thomas', 'Starr Andreeff', 'Allen Cutler', 'Rachel Duncan', 'Jarrett Lennon', 'Clayton Murray', 'Franc Ross', 'Lenore Kasdorf', 'Lisa Robin Kelly']",,,,[]
"[4, 5]",482,Some Like It Hot (1959),https://images-na.ssl-images-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,http://www.imdb.com/title/tt0053291/?ref_=fn_al_tt_1,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",8.2,255K,['Billy Wilder'],"['Billy Wilder', 'I.A.L. Diamond', 'Robert Thoeren']","['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', ""Pat O'Brien"", 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Brandon Beach']",Passed,1959,2h 1min,[]
[5],1151,Original Gangstas (1996),https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTI2MzY0Ml5BMl5BanBnXkFtZTcwOTMwOTc2NA@@..jpg,http://www.imdb.com/title/tt0117260/?ref_=fn_al_tt_1,"When a gang shoots his father, Bookman (Fred Williamson) returns to his hometown, rounds up some of his own people and begins an all-out war to restore the neighborhood to its rightful sense of justice.",5.7,1.7K,"['Larry Cohen', 'Fred Williamson']",['Aubrey K. Rattan'],"['Fred Williamson', 'Jim Brown', 'Pam Grier', 'Paul Winfield', 'Isabel Sanford', 'Oscar Brown Jr.', 'Richard Roundtree', ""Ron O'Neal"", 'Christopher B. Duncan', 'Eddie Bo Smith Jr.', 'Dru Down', 'Shyheim Franklin', 'Robert Forster', 'Charles Napier', 'Wings Hauser', 'Frank Pesce', 'Godfrey', 'Tim Rhoze']",R,1996,1h 39min,[]
[7],392,"Man Without a Face, The (1993)",https://images-na.ssl-images-amazon.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@..jpg,http://www.imdb.com/title/tt0107501/?ref_=fn_al_tt_1,Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,6.7,29K,['Mel Gibson'],"['Isabelle Holland', 'Malcolm MacRury']","['Mel Gibson', 'Nick Stahl', 'Margaret Whitton', 'Fay Masterson', 'Gaby Hoffmann', 'Geoffrey Lewis', 'Richard Masur', 'Michael DeLuise', 'Ethan Phillips', 'Jean De Baer', 'Jack De Mave', 'Viva', 'Justin Kanew', 'Sean Kellman', 'Chris Lineburg', 'Kelly Wood', 'Jessica Taisey', 'David A. McLaughlin']",PG-13,1993,1h 55min,[]
